82,Dante II ZLL,1664,344900,34 Gladstone Bend,Immediate,2018-12-31 0:00,3,2.5,Available,Greenbury,Spruce Grove,Spruce Grove,Duplex
83,Dante II,1664,393500,3609 - 8 Avenue SW,Immediate,2019-02-28 0:00,3,2.5,Sold,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Duplex
84,Dante II,1664,413220,3535 - 8 Avenue SW,Immediate,2019-02-28 0:00,3,2.5,Sold,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Duplex
85,Veneto,1354,344900,3537 - 8 Avenue SW,Immediate,2019-01-04 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Duplex
86,Veneto II,1354,355393,3543 - 8 Avenue SW,Immediate,2019-01-04 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Townhomes
87,Veneto II,1352,340733,3541 - 8 Avenue SW,Immediate,2019-01-04 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Townhomes
88,Veneto II,1354,334900,3539 - 8 Avenue SW,Immediate,2019-01-04 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Townhomes
89,Bridgewater,2410,418275,43 Garneau Gate,Immediate,2018-08-21 0:00,3,2.5,Show Home,Greenbury,Spruce Grove,Spruce Grove,Single Family Attached Garage
90,Dover III,1679,463630,8155 - 226 Street NW,Mar <br />2019,2019-03-31 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Single Family Attached Garage
91,Grafton,1334,364900,22535 - 81 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Sold,Rosenthal,West Edmonton,Edmonton,Single Family Detached Garage
92,Dante II,1664,393495,22403 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Unavailable,Rosenthal,West Edmonton,Edmonton,Duplex
93,Veneto,1354,351995,22405 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Duplex
94,Dante II,1664,401931,22409 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Duplex
95,Dante II,1664,389900,22411 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Sold,Rosenthal,West Edmonton,Edmonton,Duplex
96,Veneto,1354,349900,22413 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Duplex
97,Veneto,1354,357139,22407 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Unavailable,Rosenthal,West Edmonton,Edmonton,Duplex
98,Dante,1723,417443,22305 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Sold,Rosenthal,West Edmonton,Edmonton,Duplex
99,Dante II,1664,403395,8021 - 223 Street NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Duplex
100,Dante,1700,354900,28 Gladstone Bend,Immediate,2019-01-31 0:00,3,2.5,Available,Greenbury,Spruce Grove,Spruce Grove,Duplex
101,Dante,1700,349900,30 Gladstone Bend,Immediate,2018-01-31 0:00,3,2.5,Available,Greenbury,Spruce Grove,Spruce Grove,Duplex
102,Tropea,2627,550000,4 George Landing,Immediate,2018-08-30 0:00,3,2.5,Sold,Greenbury,Spruce Grove,Spruce Grove,Single Family Attached Garage
103,Catania,1447,399900,434 - 41 Street SW,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Single Family Attached Garage
104,Portofino III,2217,469900,5 Grafton Way,Immediate,2018-11-26 0:00,3,2.5,Available,Greenbury,Spruce Grove,Spruce Grove,Single Family Attached Garage
105,Dante II,1664,418275,2424 Kelly Circle SW Edmonton,Immediate,2019-02-28 0:00,3,2.5,Available,ONE At Keswick,Southwest Edmonton,Edmonton,Duplex
106,Rosenthal Sales Centre,1664,418275,Rosenthal Boulevard & 227 Street,Immediate,2018-12-15 0:00,1,1,Unavailable,Rosenthal,West Edmonton,Edmonton,Single Family Attached Garage
107,Dante,1723,438700,326 - 41 Street SW,Jul <br />2019,2019-07-31 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Duplex
108,Picasso III,1664,418275,45 Garneau Gate,Immediate,2018-12-17 0:00,3,2.5,Show Home,Greenbury,Spruce Grove,Spruce Grove,Duplex
109,Dante ZLL,1664,418275,47 Garneau Gate,Immediate,2018-12-17 0:00,3,2.5,Show Home,Greenbury,Spruce Grove,Spruce Grove,Duplex
110,Reggio,1792,481876,8139 - 226 ST. NW,May <br />2019,2019-05-31 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Single Family Attached Garage
111,Dante II,1664,403600,309 - 41 St NW,Aug <br />2019,2019-08-31 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Duplex
112,Dante II,1664,405900,307 - 41 Street SW,Aug <br />2019,2019-08-31 0:00,3,2.5,Available,The Hills at Charlesworth,Southeast Edmonton,Edmonton,Duplex
113,Dante,1723,368500,17 Rolston Close,Apr <br />2019,2019-04-30 0:00,3,2.5,Hold,Robinson,Leduc,Leduc,Duplex
114,Dante,1723,369500,19 Rolston Close,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Robinson,Leduc,Leduc,Duplex
115,Dante,1572,360900,20 Rolston Close,May <br />2019,2019-05-31 0:00,3,2.5,Available,Robinson,Leduc,Leduc,Duplex
116,Brittan,1409,309900,165 Robinson Drive,Immediate,2018-04-30 0:00,3,2.5,Sold,Robinson,Leduc,Leduc,Townhomes
117,Dante,1723,427491,2448 Kelly Circle SW,Mar <br />2019,2019-03-31 0:00,3,2.5,Available,ONE At Keswick,Southwest Edmonton,Edmonton,Duplex
118,Dante,1723,433213,2400 Kelly Circle SW,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,ONE At Keswick,Southwest Edmonton,Edmonton,Duplex
119,Dante,1723,423153,2410 Kelly Circle SW,Immediate,2019-01-04 0:00,3,2.5,Available,ONE At Keswick,Southwest Edmonton,Edmonton,Duplex
120,Dante,1723,472397,9143 Pear Drive SW,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Rocha in The Orchards,South Edmonton,Edmonton,Duplex
121,Dante,1723,469380,9141 Pear Drive SW,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Rocha in The Orchards,South Edmonton,Edmonton,Duplex
122,Dante,1723,406456,9127 Pear Drive SW,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Rocha in The Orchards,South Edmonton,Edmonton,Duplex
123,Dante,1723,406261,9125 Pear Drive SW,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Rocha in The Orchards,South Edmonton,Edmonton,Duplex
124,Dante II,1664,387270,9120 Pear Drive SW,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Rocha in The Orchards,South Edmonton,Edmonton,Duplex
125,Dante II,1664,386826,9122 Pear Drive SW,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Rocha in The Orchards,South Edmonton,Edmonton,Duplex
126,Dante II,1664,579900,117 Collicott Drive,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,Heritage Landing at Parsons Creek,Fort McMurray,Edmonton,Duplex
127,Dante II,1664,579900,121 Collicott Drive,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,Heritage Landing at Parsons Creek,Fort McMurray,Edmonton,Duplex
128,Dante II,1664,579900,125 Collicott Drive,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,Heritage Landing at Parsons Creek,Fort McMurray,Edmonton,Duplex
129,Dante II,1664,579900,129 Collicott Drive,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,Heritage Landing at Parsons Creek,Fort McMurray,Edmonton,Duplex
130,Dante II,1664,579900,137 Collicott Drive,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,Heritage Landing at Parsons Creek,Fort McMurray,Edmonton,Duplex
131,Dante II,1664,579900,133 Collicott Drive,Jun <br />2019,2019-06-30 0:00,3,2.5,Available,Heritage Landing at Parsons Creek,Fort McMurray,Edmonton,Duplex
132,Modena II,1972,408361,8303 - 224 Street,Immediate,2019-02-08 0:00,3,2.5,Show Home,Rosenthal,West Edmonton,Edmonton,Single Family Attached Garage
133,Dante II,1664,393495,22403 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Duplex
134,Veneto,1354,357139,22407 - 80 Avenue NW,Apr <br />2019,2019-04-30 0:00,3,2.5,Available,Rosenthal,West Edmonton,Edmonton,Duplex
135,Brittan,1409,299900,167 Robinson Drive,Immediate,2019-03-01 0:00,3,2.5,Available,Robinson,Leduc,Leduc,Townhomes
136,Dante,1723,354900,18 Rolston Close,May <br />2019,2019-05-31 0:00,3,2.5,Available,Robinson,Leduc,Leduc,Duplex
137,Lucca,1465,330500,12 Rolston Court,Sep <br />2019,2019-09-30 0:00,3,2.5,Available,Robinson,Leduc,Leduc,Duplex
138,The Bordeaux I,947,615000,300 CottageClub Link (lot 157),2018-09-14,2018-09-14,2,1.5,Sold,CottageClub,Cochrane,Cochrane,Town Home
139,The Hive,950,484000,314 CottageClub Way (Lot 95),2018-09-14,2018-09-14,3,2,Available,CottageClub,Cochrane,Cochrane,Town Home
140,The Bordeaux II,950,599900,Phase 2,2018-09-14,2018-09-14,2,1.5,Available,CottageClub,Cochrane,Cochrane,Town Home
141,The Bordeaux III,943,569900,Phase 2,2018-09-29,2018-09-29,1,1.5,Available,CottageClub,Cochrane,Cochrane,Town Home
142,The Nest,950,550000,318 Cottage Club Way,2018-09-14,2018-09-14,1,1.5,Available,CottageClub,Cochrane,Cochrane,Town Home
143,The Nest,950,680000,Phase 3,2018-09-14,2018-09-14,1,1.5,Sold,CottageClub,Cochrane,Cochrane,Town Home
144,Valpolicella I,917,682233,Phase 2,2018-11-30,2018-11-30,3,2.5,Available,CottageClub,Cochrane,Cochrane,Town Home
145,The Beaumont,950,499200,Phase 2,2018-10-30,2018-10-30,1,1.5,Available,CottageClub,Cochrane,Cochrane,Town Home
146,The Chardonnay,602,369900,Phase 2,2019-02-01,2019-02-01,1,1,Sold,CottageClub,Cochrane,Cochrane,Town Home
147,The Chardonnay,602,398800,Phase 2,2019-07-01,2019-07-01,1,1,Available,CottageClub,Cochrane,Cochrane,Town Home
148,Barnsdale 2,603,413000,Phase 2,2019-07-01,2019-07-01,2,1,Available,CottageClub,Cochrane,Cochrane,Town Home
149,The Merlot,863,439000,Phase 2,2019-07-01,2019-07-01,1,1,Available,CottageClub,Cochrane,Cochrane,Town Home
150,The Riesling,786,469000,Phase 2,2019-07-01,2019-07-01,1,2,Available,CottageClub,Cochrane,Cochrane,Town Home
151,The Nest,950,529000,Phase 2,2019-02-27,2019-02-27,1,1.5,Available,CottageClub,Cochrane,Cochrane,Town Home
152,Clayton,600,499000,Phase 2,2019-02-28,2019-02-28,1,1,Available,CottageClub,Cochrane,Cochrane,Town Home
153,The Riesling III,948,488985,Phase 2,2019-07-31,2019-07-31,2,2,Available,CottageClub,Cochrane,Cochrane,Town Home
154,Rubinstein,1360,948640,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
155,Mozart II,1096,640310,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
156,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
157,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
158,Handel II,921,512700,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
159,Puccini,1169,715110,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
160,Schubert I,1246,749980,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
161,Chopin,1383,776343,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
162,Verdi,762,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
163,Rubinstein,1360,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
164,Rossini II,956,585640,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
165,Handel I,925,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
166,Brahms,1530,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
167,Bach,1928,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
168,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
169,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
170,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
171,Handel II,921,512700,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
172,Puccini,1169,717970,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
173,Schubert I,1246,749980,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
174,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
175,Mozart II,1096,642950,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
176,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
177,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
178,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
179,Puccini,1169,729000,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
